casenew,weighta,P550tpr,P344pr,P425r,A172,A093r,A094r,A121r,SexHRP,A049r,G018r,G019r,Gorx,weightar
899,9.595508263,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,3 adults,One child,South East,1.838889301
897,6.607957867,381.8273648,698.5,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,Northern Ireland,1.266353245
897,4.423245112,302.2163598,367.1625,Other income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,Wales,0.847673504
887,8.895274328,458.7403731,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,London,1.704696025
884,2.88113858,273.33717,311.64,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,2 person,2 adults,No children,West Midlands,0.552143228
883,3.050686277,555.1354559,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.584635457
879,3.069771106,221.4172204,377.7945,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.588292885
879,8.047054142,333.5559864,591.7689744,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,2 person,2 adults,No children,Scotland,1.54214257
877,3.177349808,903.243701,728.314,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.608909336
876,3.636540439,717.6725055,599.93,Other income,Yes,Full-time working,Intermediate occupations,Owned,Male,3 person,2 adults,One child,North East,0.696908921
870,3.761794654,471.7033285,759.764,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,South West,0.720912718
869,4.731684393,1123.214079,598.5,Other income,Yes,Economically inactive,Routine and manual occupations,Public rented,Female,5 person or more,3 adults,Two or more children,South West,0.906783004
868,6.399211444,172.415,148.752,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Yorkshire and the Humber,1.226348948
866,5.883165289,1175,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,Northern Ireland,1.127453535
858,4.63340892,661.0519821,577.275,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,South East,0.88794943
854,4.907545034,712.3488434,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,4 person,2 adults,Two or more children,South East,0.940485049
854,3.107807565,291.8202575,310.224,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Scotland,0.595582217
852,4.715407018,362.9993716,905.13,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,3 person,2 adults,One child,Yorkshire and the Humber,0.903663598
850,7.48202369,445.0155608,526.2,Earned income,Yes,Part-time working,Routine and manual occupations,Private rented,Male,2 person,2 adults,No children,London,1.433859775
846,6.073956347,37.27660926,91.192,Other income,No,Economically inactive,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,Scotland,1.164016854
842,5.64301699,275.0424241,577.796,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,3 person,3 adults,No children,East Midlands,1.081431362
840,4.632653565,267.9442212,769.98,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,Eastern,0.887804673
840,8.316710876,1063.852088,678.54,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Female,5 person or more,4 and more adults,Two or more children,Yorkshire and the Humber,1.593819757
839,4.569621436,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,East Midlands,0.875725156
834,4.359954317,464.7676013,991.34,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,1 adult,Two or more children,South West,0.835544416
831,4.076598591,703.2146146,1113.14,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Scotland,0.781241945
828,7.095946063,346.6057964,580.29,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,3 adults,No children,West Midlands,1.359871613
823,3.96066829,264.6441443,335.612,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.759024988
822,3.225686219,509.8661122,941.39,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,4 person,2 adults,Two or more children,Wales,0.618172557
818,6.923356223,218.13,235.702,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,Eastern,1.326796386
818,7.442275589,335.0304806,572.71,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,2 person,2 adults,No children,North West and Merseyside,1.426242423
818,3.744772532,245.63,364.48,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.717650588
816,3.437522988,532.9897786,832.952,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Wales,0.65876909
815,4.812118033,1175,486.3525,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,South East,0.922197358
807,9.002528749,299.901571,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,London,1.72525033
806,6.599977576,112.9565096,187.582,Earned income,No,Part-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,Yorkshire and the Humber,1.264823897
806,5.634573805,455.2663318,591.79,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,3 person,2 adults,One child,South East,1.079813305
798,4.431661536,119.93,381.67,Other income,Yes,Part-time working,Routine and manual occupations,Private rented,Female,5 person or more,2 adults,Two or more children,West Midlands,0.849286433
796,6.576609987,81.72,205.77,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,Northern Ireland,1.260345717
796,5.621740129,1116.255695,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,South East,1.077353851
794,4.47956035,279.0098375,310.78,Other income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,3 person,2 adults,One child,North East,0.858465792
793,8.343900807,488.8993512,550.17,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,4 person,2 adults,Two or more children,Wales,1.599030453
792,6.849525769,342.9583744,310.01,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Scotland,1.312647471
792,4.958907012,496.17955,881.67,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.950328091
791,5.960647746,1159.804809,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,London,1.142302322
790,5.597253186,216.8927361,282.802,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,South East,1.072661157
788,4.580545925,678.8465314,689.757,Earned income,No,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South West,0.877818732
787,7.089143489,113.67,132.5,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,3 person,2 adults,One child,London,1.358567963
787,7.335877231,399.1409428,622.41,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,3 person,2 adults,One child,North West and Merseyside,1.405852174
777,7.512097173,75.23848892,96,Earned income,No,Part-time working,Routine and manual occupations,Private rented,Male,1 person,1 adult,No children,London,1.439623076
775,7.926024357,221.875606,313.45,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,2 person,1 adult,One child,London,1.518948345
770,6.226136056,685.5737041,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,North West and Merseyside,1.19318067
770,3.217924533,649.4331351,778.6433333,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,5 person or more,3 adults,Two or more children,Wales,0.616685102
766,5.167780176,409.2436388,443.76,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,1 person,1 adult,No children,North West and Merseyside,0.990356677
762,3.41387118,277.4793086,224.144,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,Eastern,0.654236442
756,5.983449101,108.95,52,Other income,No,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,1 person,1 adult,No children,North East,1.146671988
755,4.095591011,342.3346466,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.784881664
752,5.623670724,79.11555641,234.582,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,Scotland,1.077723831
747,3.737866407,501.823221,562.435,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,North West and Merseyside,0.716327094
734,6.334807019,546.3963601,634.4,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,Wales,1.214006443
